resume_text,job_description,match_score,match_label,match_label_lower,resume_len,jd_len
"Full Stack Developer with 1 years of experience in Linux, Node.js, Git and Machine Learning. Worked on enterprise applications and delivered scalable solutions.","Looking for a Full Stack Developer at a growing company. Required skills: Linux, Node.js, Git, NLP. Experience with team collaboration preferred.",0.82,medium,medium,23,21
"Backend Developer with 6 years of experience in AWS, Node.js, Cybersecurity and TensorFlow. Worked on enterprise applications and delivered scalable solutions.","Looking for a Backend Developer at a growing company. Required skills: AWS, Node.js, Cybersecurity, Pandas. Experience with team collaboration preferred.",0.98,high,high,21,20
"Java Developer with 9 years of experience in AWS, Communication, NLP and Leadership. Worked on enterprise applications and delivered scalable solutions.","Looking for a Java Developer at a growing company. Required skills: AWS, Communication, NLP, Kubernetes. Experience with team collaboration preferred.",0.64,low,low,21,20
"UI/UX Designer with 7 years of experience in TensorFlow, Git, Communication and AWS. Worked on enterprise applications and delivered scalable solutions.","Looking for a UI/UX Designer at a growing company. Required skills: TensorFlow, Git, Communication, Kubernetes. Experience with team collaboration preferred.",0.89,high,high,21,20
"AI Engineer with 1 years of experience in Pandas, Git, Leadership and NLP. Worked on enterprise applications and delivered scalable solutions.","Looking for a AI Engineer at a growing company. Required skills: Pandas, Git, Leadership, FastAPI. Experience with team collaboration preferred.",0.66,medium,medium,21,20
"Frontend Developer with 8 years of experience in Power BI, Cybersecurity, SQL and Communication. Worked on enterprise applications and delivered scalable solutions.","Looking for a Frontend Developer at a growing company. Required skills: Power BI, Cybersecurity, SQL, Docker. Experience with team collaboration preferred.",0.54,low,low,22,21
"Sales Manager with 1 years of experience in SQL, Power BI, Git and TensorFlow. Worked on enterprise applications and delivered scalable solutions.","Looking for a Sales Manager at a growing company. Required skills: SQL, Power BI, Git, Docker. Experience with team collaboration preferred.",0.45,low,low,22,21
"Healthcare Analyst with 4 years of experience in Cybersecurity, React, FastAPI and TensorFlow. Worked on enterprise applications and delivered scalable solutions.","Looking for a Healthcare Analyst at a growing company. Required skills: Cybersecurity, React, FastAPI, Java. Experience with team collaboration preferred.",0.76,medium,medium,21,20
"SALES MANAGER WITH 4 YEARS OF EXPERIENCE IN C++, NODE.JS, TENSORFLOW AND GIT. WORKED ON ENTERPRISE APPLICATIONS AND DELIVERED SCALABLE SOLUTIONS.    ","Looking for a Sales Manager at a growing company. Required skills: C++, Node.js, TensorFlow, TensorFlow. Experience with team collaboration preferred.",0.81,medium,medium,21,20
"Frontend Developer with 7 years of experience in Git, Leadership, Kubernetes and NLP. Worked on enterprise applications and delivered scalable solutions.","Looking for a Frontend Developer at a growing company. Required skills: Git, Leadership, Kubernetes, Git. Experience with team collaboration preferred.",0.67,medium,medium,21,20
"Cybersecurity Analyst with 6 years of experience in Communication, SQL, AWS and Java. Worked on enterprise applications and delivered scalable solutions.","Looking for a Cybersecurity Analyst at a growing company. Required skills: Communication, SQL, AWS, Python. Experience with team collaboration preferred.",0.46,low,low,21,20
"Product Manager with 9 years of experience in FastAPI, Linux, Git and React. Worked on enterprise applications and delivered scalable solutions.","Looking for a Product Manager at a growing company. Required skills: FastAPI, Linux, Git, Java. Experience with team collaboration preferred.",0.7,medium,medium,21,20
"Business Analyst with 10 years of experience in NLP, Machine Learning, React and TensorFlow. Worked on enterprise applications and delivered scalable solutions.","Looking for a Business Analyst at a growing company. Required skills: NLP, Machine Learning, React, Git. Experience with team collaboration preferred.",0.53,low,low,22,21
"Cloud Engineer with 2 years of experience in Communication, NLP, Linux and SQL. Worked on enterprise applications and delivered scalable solutions.","Looking for a Cloud Engineer at a growing company. Required skills: Communication, NLP, Linux, Git. Experience with team collaboration preferred.",0.64,low,low,21,20
"DEVOPS ENGINEER WITH 6 YEARS OF EXPERIENCE IN KUBERNETES, TENSORFLOW, PANDAS AND LINUX. WORKED ON ENTERPRISE APPLICATIONS AND DELIVERED SCALABLE SOLUTIONS.    ","Looking for a DevOps Engineer at a growing company. Required skills: Kubernetes, TensorFlow, Pandas, Machine Learning. Experience with team collaboration preferred.",0.61,low,low,21,21
"DevOps Engineer with 3 years of experience in Power BI, Node.js, Git and C++. Worked on enterprise applications and delivered scalable solutions.","Looking for a DevOps Engineer at a growing company. Required skills: Power BI, Node.js, Git, Docker. Experience with team collaboration preferred.",0.98,high,high,22,21
"Frontend Developer with 2 years of experience in Kubernetes, NLP, FastAPI and Communication. Worked on enterprise applications and delivered scalable solutions.","Looking for a Frontend Developer at a growing company. Required skills: Kubernetes, NLP, FastAPI, Kubernetes. Experience with team collaboration preferred.",0.8,medium,medium,21,20
"AI Engineer with 5 years of experience in Linux, Python, Communication and Power BI. Worked on enterprise applications and delivered scalable solutions.","Looking for a AI Engineer at a growing company. Required skills: Linux, Python, Communication, Java. Experience with team collaboration preferred.",0.54,low,low,22,20
"ML Engineer with 10 years of experience in SQL, Linux, Python and NLP. Worked on enterprise applications and delivered scalable solutions.","Looking for a ML Engineer at a growing company. Required skills: SQL, Linux, Python, Cybersecurity. Experience with team collaboration preferred.",0.73,medium,medium,21,20
"Cybersecurity Analyst with 9 years of experience in Communication, Git, Kubernetes and Docker. Worked on enterprise applications and delivered scalable solutions.","Looking for a Cybersecurity Analyst at a growing company. Required skills: Communication, Git, Kubernetes, Kubernetes. Experience with team collaboration preferred.",0.48,low,low,21,20
"Frontend Developer with 6 years of experience in Communication, React, Git and AWS. Worked on enterprise applications and delivered scalable solutions.","Looking for a Frontend Developer at a growing company. Required skills: Communication, React, Git, Python. Experience with team collaboration preferred.",0.97,high,high,21,20
"Data Analyst with 5 years of experience in AWS, Java, Power BI and Node.js. Worked on enterprise applications and delivered scalable solutions.","Looking for a Data Analyst at a growing company. Required skills: AWS, Java, Power BI, Linux. Experience with team collaboration preferred.",0.64,low,low,22,21
"Frontend Developer with 9 years of experience in Power BI, AWS, FastAPI and Kubernetes. Worked on enterprise applications and delivered scalable solutions.","Looking for a Frontend Developer at a growing company. Required skills: Power BI, AWS, FastAPI, Leadership. Experience with team collaboration preferred.",0.5,low,low,22,21
"ML ENGINEER WITH 4 YEARS OF EXPERIENCE IN LEADERSHIP, TENSORFLOW, POWER BI AND REACT. WORKED ON ENTERPRISE APPLICATIONS AND DELIVERED SCALABLE SOLUTIONS.    ","Looking for a ML Engineer at a growing company. Required skills: Leadership, TensorFlow, Power BI, NLP. Experience with team collaboration preferred.",0.58,low,low,22,21
"AI ENGINEER WITH 4 YEARS OF EXPERIENCE IN NODE.JS, SQL, CYBERSECURITY AND REACT. WORKED ON ENTERPRISE APPLICATIONS AND DELIVERED SCALABLE SOLUTIONS.    ","Looking for a AI Engineer at a growing company. Required skills: Node.js, SQL, Cybersecurity, Python. Experience with team collaboration preferred.",0.87,high,high,21,20
"Cybersecurity Analyst with 5 years of experience in C++, Cybersecurity, SQL and Git. Worked on enterprise applications and delivered scalable solutions.","Looking for a Cybersecurity Analyst at a growing company. Required skills: C++, Cybersecurity, SQL, Python. Experience with team collaboration preferred.",0.68,medium,medium,21,20
"Business Analyst with 9 years of experience in TensorFlow, Python, Kubernetes and Power BI. Worked on enterprise applications and delivered scalable solutions.","Looking for a Business Analyst at a growing company. Required skills: TensorFlow, Python, Kubernetes, Machine Learning. Experience with team collaboration preferred.",0.72,medium,medium,22,21
"ML Engineer with 1 years of experience in Java, C++, Python and Docker. Worked on enterprise applications and delivered scalable solutions.","Looking for a ML Engineer at a growing company. Required skills: Java, C++, Python, Linux. Experience with team collaboration preferred.",0.7,medium,medium,21,20
"BUSINESS ANALYST WITH 4 YEARS OF EXPERIENCE IN LINUX, COMMUNICATION, CYBERSECURITY AND TENSORFLOW. WORKED ON ENTERPRISE APPLICATIONS AND DELIVERED SCALABLE SOLUTIONS.    ","Looking for a Business Analyst at a growing company. Required skills: Linux, Communication, Cybersecurity, Leadership. Experience with team collaboration preferred.",0.61,low,low,21,20
"Product Manager with 2 years of experience in Linux, C++, AWS and Power BI. Worked on enterprise applications and delivered scalable solutions.","Looking for a Product Manager at a growing company. Required skills: Linux, C++, AWS, Python. Experience with team collaboration preferred.",0.97,high,high,22,20
"UI/UX Designer with 2 years of experience in React, Leadership, Python and Kubernetes. Worked on enterprise applications and delivered scalable solutions.","Looking for a UI/UX Designer at a growing company. Required skills: React, Leadership, Python, Java. Experience with team collaboration preferred.",0.97,high,high,21,20
"Java Developer with 10 years of experience in Machine Learning, Leadership, Kubernetes and Node.js. Worked on enterprise applications and delivered scalable solutions.","Looking for a Java Developer at a growing company. Required skills: Machine Learning, Leadership, Kubernetes, Node.js. Experience with team collaboration preferred.",0.56,low,low,22,21
"Full Stack Developer with 3 years of experience in Power BI, TensorFlow, Leadership and FastAPI. Worked on enterprise applications and delivered scalable solutions.","Looking for a Full Stack Developer at a growing company. Required skills: Power BI, TensorFlow, Leadership, Power BI. Experience with team collaboration preferred.",0.76,medium,medium,23,23
"UI/UX Designer with 4 years of experience in Cybersecurity, FastAPI, Java and Power BI. Worked on enterprise applications and delivered scalable solutions.","Looking for a UI/UX Designer at a growing company. Required skills: Cybersecurity, FastAPI, Java, Linux. Experience with team collaboration preferred.",0.5,low,low,22,20
"Full Stack Developer with 4 years of experience in Communication, React, TensorFlow and Leadership. Worked on enterprise applications and delivered scalable solutions.","Looking for a Full Stack Developer at a growing company. Required skills: Communication, React, TensorFlow, C++. Experience with team collaboration preferred.",0.65,medium,medium,22,21
"Java Developer with 5 years of experience in SQL, TensorFlow, React and Python. Worked on enterprise applications and delivered scalable solutions.","Looking for a Java Developer at a growing company. Required skills: SQL, TensorFlow, React, Python. Experience with team collaboration preferred.",0.97,high,high,21,20
"AI Engineer with 5 years of experience in C++, Leadership, Cybersecurity and Docker. Worked on enterprise applications and delivered scalable solutions.","Looking for a AI Engineer at a growing company. Required skills: C++, Leadership, Cybersecurity, Leadership. Experience with team collaboration preferred.",0.57,low,low,21,20
"DevOps Engineer with 9 years of experience in Python, Cybersecurity, FastAPI and React. Worked on enterprise applications and delivered scalable solutions.","Looking for a DevOps Engineer at a growing company. Required skills: Python, Cybersecurity, FastAPI, Machine Learning. Experience with team collaboration preferred.",0.78,medium,medium,21,21
"Product Manager with 9 years of experience in Power BI, React, Cybersecurity and Git. Worked on enterprise applications and delivered scalable solutions.","Looking for a Product Manager at a growing company. Required skills: Power BI, React, Cybersecurity, C++. Experience with team collaboration preferred.",0.89,high,high,22,21
"Cybersecurity Analyst with 7 years of experience in Power BI, Linux, Communication and SQL. Worked on enterprise applications and delivered scalable solutions.","Looking for a Cybersecurity Analyst at a growing company. Required skills: Power BI, Linux, Communication, Node.js. Experience with team collaboration preferred.",0.77,medium,medium,22,21
"Full Stack Developer with 2 years of experience in C++, Cybersecurity, AWS and Python. Worked on enterprise applications and delivered scalable solutions.","Looking for a Full Stack Developer at a growing company. Required skills: C++, Cybersecurity, AWS, NLP. Experience with team collaboration preferred.",0.71,medium,medium,22,21
"Data Analyst with 4 years of experience in Java, Machine Learning, FastAPI and C++. Worked on enterprise applications and delivered scalable solutions.","Looking for a Data Analyst at a growing company. Required skills: Java, Machine Learning, FastAPI, Leadership. Experience with team collaboration preferred.",0.56,low,low,22,21
"UI/UX Designer with 9 years of experience in Kubernetes, NLP, AWS and Java. Worked on enterprise applications and delivered scalable solutions.","Looking for a UI/UX Designer at a growing company. Required skills: Kubernetes, NLP, AWS, AWS. Experience with team collaboration preferred.",0.52,low,low,21,20
"Python Developer with 1 years of experience in Communication, Machine Learning, FastAPI and Node.js. Worked on enterprise applications and delivered scalable solutions.","Looking for a Python Developer at a growing company. Required skills: Communication, Machine Learning, FastAPI, Python. Experience with team collaboration preferred.",0.61,low,low,22,21
"Product Manager with 9 years of experience in Python, Git, Machine Learning and Linux. Worked on enterprise applications and delivered scalable solutions.","Looking for a Product Manager at a growing company. Required skills: Python, Git, Machine Learning, Communication. Experience with team collaboration preferred.",0.7,medium,medium,22,21
"Full Stack Developer with 9 years of experience in Node.js, Cybersecurity, Linux and Java. Worked on enterprise applications and delivered scalable solutions.","Looking for a Full Stack Developer at a growing company. Required skills: Node.js, Cybersecurity, Linux, TensorFlow. Experience with team collaboration preferred.",0.47,low,low,22,21
"Cybersecurity Analyst with 4 years of experience in Kubernetes, NLP, Git and Java. Worked on enterprise applications and delivered scalable solutions.","Looking for a Cybersecurity Analyst at a growing company. Required skills: Kubernetes, NLP, Git, NLP. Experience with team collaboration preferred.",0.67,medium,medium,21,20
"UI/UX Designer with 2 years of experience in FastAPI, Git, Python and Docker. Worked on enterprise applications and delivered scalable solutions.","Looking for a UI/UX Designer at a growing company. Required skills: FastAPI, Git, Python, Docker. Experience with team collaboration preferred.",0.74,medium,medium,21,20
"Cybersecurity Analyst with 5 years of experience in SQL, Cybersecurity, FastAPI and Linux. Worked on enterprise applications and delivered scalable solutions.","Looking for a Cybersecurity Analyst at a growing company. Required skills: SQL, Cybersecurity, FastAPI, Communication. Experience with team collaboration preferred.",0.91,high,high,21,20
"SALES MANAGER WITH 7 YEARS OF EXPERIENCE IN C++, PANDAS, FASTAPI AND SQL. WORKED ON ENTERPRISE APPLICATIONS AND DELIVERED SCALABLE SOLUTIONS.    ","Looking for a Sales Manager at a growing company. Required skills: C++, Pandas, FastAPI, Pandas. Experience with team collaboration preferred.",0.68,medium,medium,21,20
"Cloud Engineer with 7 years of experience in Docker, Linux, Node.js and Java. Worked on enterprise applications and delivered scalable solutions.","Looking for a Cloud Engineer at a growing company. Required skills: Docker, Linux, Node.js, Leadership. Experience with team collaboration preferred.",0.91,low,low,21,20
"Product Manager with 2 years of experience in Docker, Kubernetes, Node.js and Machine Learning. Worked on enterprise applications and delivered scalable solutions.","Looking for a Product Manager at a growing company. Required skills: Docker, Kubernetes, Node.js, React. Experience with team collaboration preferred.",0.53,low,low,22,20
"Product Manager with 5 years of experience in Power BI, Node.js, Machine Learning and NLP. Worked on enterprise applications and delivered scalable solutions.","Looking for a Product Manager at a growing company. Required skills: Power BI, Node.js, Machine Learning, Docker. Experience with team collaboration preferred.",0.98,high,high,23,22
"Data Analyst with 9 years of experience in TensorFlow, React, Java and Power BI. Worked on enterprise applications and delivered scalable solutions.","Looking for a Data Analyst at a growing company. Required skills: TensorFlow, React, Java, TensorFlow. Experience with team collaboration preferred.",0.55,medium,medium,22,20
"UI/UX DESIGNER WITH 1 YEARS OF EXPERIENCE IN LEADERSHIP, NODE.JS, C++ AND JAVA. WORKED ON ENTERPRISE APPLICATIONS AND DELIVERED SCALABLE SOLUTIONS.    ","Looking for a UI/UX Designer at a growing company. Required skills: Leadership, Node.js, C++, Power BI. Experience with team collaboration preferred.",0.84,medium,medium,21,21
"Full Stack Developer with 5 years of experience in FastAPI, Linux, Git and Python. Worked on enterprise applications and delivered scalable solutions.","Looking for a Full Stack Developer at a growing company. Required skills: FastAPI, Linux, Git, Linux. Experience with team collaboration preferred.",0.76,medium,medium,22,21
"Cybersecurity Analyst with 3 years of experience in AWS, Communication, Kubernetes and SQL. Worked on enterprise applications and delivered scalable solutions.","Looking for a Cybersecurity Analyst at a growing company. Required skills: AWS, Communication, Kubernetes, Node.js. Experience with team collaboration preferred.",0.97,high,high,21,20
"PRODUCT MANAGER WITH 10 YEARS OF EXPERIENCE IN TENSORFLOW, PANDAS, SQL AND CYBERSECURITY. WORKED ON ENTERPRISE APPLICATIONS AND DELIVERED SCALABLE SOLUTIONS.    ","Looking for a Product Manager at a growing company. Required skills: TensorFlow, Pandas, SQL, Java. Experience with team collaboration preferred.",0.54,low,low,21,20
"Data Analyst with 5 years of experience in Leadership, Node.js, Linux and FastAPI. Worked on enterprise applications and delivered scalable solutions.","Looking for a Data Analyst at a growing company. Required skills: Leadership, Node.js, Linux, Pandas. Experience with team collaboration preferred.",0.73,medium,medium,21,20
"DevOps Engineer with 4 years of experience in Git, Leadership, Communication and Pandas. Worked on enterprise applications and delivered scalable solutions.","Looking for a DevOps Engineer at a growing company. Required skills: Git, Leadership, Communication, Cybersecurity. Experience with team collaboration preferred.",0.7,medium,medium,21,20
"Sales Manager with 8 years of experience in SQL, React, Communication and Python. Worked on enterprise applications and delivered scalable solutions.","Looking for a Sales Manager at a growing company. Required skills: SQL, React, Communication, React. Experience with team collaboration preferred.",0.77,medium,medium,21,20
"Cybersecurity Analyst with 10 years of experience in Python, Docker, Node.js and Java. Worked on enterprise applications and delivered scalable solutions.","Looking for a Cybersecurity Analyst at a growing company. Required skills: Python, Docker, Node.js, React. Experience with team collaboration preferred.",0.79,medium,medium,21,20
"Backend Developer with 2 years of experience in NLP, Java, Git and Leadership. Worked on enterprise applications and delivered scalable solutions.","Looking for a Backend Developer at a growing company. Required skills: NLP, Java, Git, Linux. Experience with team collaboration preferred.",0.63,low,low,21,20
"Cybersecurity Analyst with 8 years of experience in Docker, Cybersecurity, Java and Git. Worked on enterprise applications and delivered scalable solutions.","Looking for a Cybersecurity Analyst at a growing company. Required skills: Docker, Cybersecurity, Java, FastAPI. Experience with team collaboration preferred.",0.93,high,high,21,20
"Cybersecurity Analyst with 4 years of experience in NLP, Linux, Kubernetes and SQL. Worked on enterprise applications and delivered scalable solutions.","Looking for a Cybersecurity Analyst at a growing company. Required skills: NLP, Linux, Kubernetes, Communication. Experience with team collaboration preferred.",0.87,high,high,21,20
"UI/UX Designer with 7 years of experience in Communication, Machine Learning, Leadership and Cybersecurity. Worked on enterprise applications and delivered scalable solutions.","Looking for a UI/UX Designer at a growing company. Required skills: Communication, Machine Learning, Leadership, AWS. Experience with team collaboration preferred.",0.96,high,high,22,21
"DevOps Engineer with 5 years of experience in AWS, Node.js, React and Leadership. Worked on enterprise applications and delivered scalable solutions.","Looking for a DevOps Engineer at a growing company. Required skills: AWS, Node.js, React, AWS. Experience with team collaboration preferred.",0.46,low,low,21,20
"Frontend Developer with 10 years of experience in Node.js, Leadership, Kubernetes and C++. Worked on enterprise applications and delivered scalable solutions.","Looking for a Frontend Developer at a growing company. Required skills: Node.js, Leadership, Kubernetes, Docker. Experience with team collaboration preferred.",0.83,medium,medium,21,20
"UI/UX Designer with 7 years of experience in SQL, Git, Node.js and React. Worked on enterprise applications and delivered scalable solutions.","Looking for a UI/UX Designer at a growing company. Required skills: SQL, Git, Node.js, NLP. Experience with team collaboration preferred.",0.7,medium,medium,21,20
"Sales Manager with 2 years of experience in TensorFlow, React, FastAPI and Git. Worked on enterprise applications and delivered scalable solutions.","Looking for a Sales Manager at a growing company. Required skills: TensorFlow, React, FastAPI, Leadership. Experience with team collaboration preferred.",0.51,low,low,21,20
"Healthcare Analyst with 1 years of experience in Cybersecurity, React, FastAPI and AWS. Worked on enterprise applications and delivered scalable solutions.","Looking for a Healthcare Analyst at a growing company. Required skills: Cybersecurity, React, FastAPI, Machine Learning. Experience with team collaboration preferred.",0.71,medium,medium,21,21
"AI Engineer with 1 years of experience in Power BI, SQL, Communication and Pandas. Worked on enterprise applications and delivered scalable solutions.","Looking for a AI Engineer at a growing company. Required skills: Power BI, SQL, Communication, Kubernetes. Experience with team collaboration preferred.",0.97,high,high,22,21
"Sales Manager with 8 years of experience in Power BI, TensorFlow, Docker and FastAPI. Worked on enterprise applications and delivered scalable solutions.","Looking for a Sales Manager at a growing company. Required skills: Power BI, TensorFlow, Docker, Python. Experience with team collaboration preferred.",0.7,medium,medium,22,21
"Product Manager with 7 years of experience in Git, Node.js, C++ and Cybersecurity. Worked on enterprise applications and delivered scalable solutions.","Looking for a Product Manager at a growing company. Required skills: Git, Node.js, C++, Java. Experience with team collaboration preferred.",0.79,medium,medium,21,20
"AI Engineer with 9 years of experience in Linux, FastAPI, AWS and React. Worked on enterprise applications and delivered scalable solutions.","Looking for a AI Engineer at a growing company. Required skills: Linux, FastAPI, AWS, Git. Experience with team collaboration preferred.",0.49,low,low,21,20
"Python Developer with 2 years of experience in Java, AWS, SQL and FastAPI. Worked on enterprise applications and delivered scalable solutions.","Looking for a Python Developer at a growing company. Required skills: Java, AWS, SQL, SQL. Experience with team collaboration preferred.",0.89,high,high,21,20
"Java Developer with 3 years of experience in SQL, Linux, AWS and C++. Worked on enterprise applications and delivered scalable solutions.","Looking for a Java Developer at a growing company. Required skills: SQL, Linux, AWS, React. Experience with team collaboration preferred.",0.52,low,low,21,20
"UI/UX Designer with 7 years of experience in Pandas, FastAPI, Kubernetes and NLP. Worked on enterprise applications and delivered scalable solutions.","Looking for a UI/UX Designer at a growing company. Required skills: Pandas, FastAPI, Kubernetes, Python. Experience with team collaboration preferred.",0.95,high,high,21,20
"Cloud Engineer with 4 years of experience in NLP, Node.js, Machine Learning and Linux. Worked on enterprise applications and delivered scalable solutions.","Looking for a Cloud Engineer at a growing company. Required skills: NLP, Node.js, Machine Learning, Cybersecurity. Experience with team collaboration preferred.",0.53,low,low,22,21
"BUSINESS ANALYST WITH 1 YEARS OF EXPERIENCE IN CYBERSECURITY, SQL, LEADERSHIP AND PYTHON. WORKED ON ENTERPRISE APPLICATIONS AND DELIVERED SCALABLE SOLUTIONS.    ","Looking for a Business Analyst at a growing company. Required skills: Cybersecurity, SQL, Leadership, React. Experience with team collaboration preferred.",0.81,medium,medium,21,20
"Data Analyst with 1 years of experience in Node.js, C++, AWS and Docker. Worked on enterprise applications and delivered scalable solutions.","Looking for a Data Analyst at a growing company. Required skills: Node.js, C++, AWS, TensorFlow. Experience with team collaboration preferred.",0.72,medium,medium,21,20
"ML Engineer with 3 years of experience in Leadership, SQL, React and Linux. Worked on enterprise applications and delivered scalable solutions.","Looking for a ML Engineer at a growing company. Required skills: Leadership, SQL, React, Kubernetes. Experience with team collaboration preferred.",0.49,low,low,21,20
"UI/UX Designer with 1 years of experience in Docker, AWS, NLP and Linux. Worked on enterprise applications and delivered scalable solutions.","Looking for a UI/UX Designer at a growing company. Required skills: Docker, AWS, NLP, Machine Learning. Experience with team collaboration preferred.",0.6,low,low,21,21
"Backend Developer with 10 years of experience in Pandas, Power BI, NLP and Leadership. Worked on enterprise applications and delivered scalable solutions.","Looking for a Backend Developer at a growing company. Required skills: Pandas, Power BI, NLP, Pandas. Experience with team collaboration preferred.",0.52,low,low,22,21
"DEVOPS ENGINEER WITH 2 YEARS OF EXPERIENCE IN GIT, PYTHON, NODE.JS AND CYBERSECURITY. WORKED ON ENTERPRISE APPLICATIONS AND DELIVERED SCALABLE SOLUTIONS.    ","Looking for a DevOps Engineer at a growing company. Required skills: Git, Python, Node.js, Leadership. Experience with team collaboration preferred.",0.85,high,high,21,20
"Sales Manager with 7 years of experience in Git, Kubernetes, C++ and Leadership. Worked on enterprise applications and delivered scalable solutions.","Looking for a Sales Manager at a growing company. Required skills: Git, Kubernetes, C++, Git. Experience with team collaboration preferred.",0.57,low,low,21,20
"ML Engineer with 6 years of experience in Docker, Leadership, TensorFlow and Node.js. Worked on enterprise applications and delivered scalable solutions.","Looking for a ML Engineer at a growing company. Required skills: Docker, Leadership, TensorFlow, Power BI. Experience with team collaboration preferred.",0.6,low,low,21,21
"Sales Manager with 4 years of experience in Kubernetes, Docker, Linux and Pandas. Worked on enterprise applications and delivered scalable solutions.","Looking for a Sales Manager at a growing company. Required skills: Kubernetes, Docker, Linux, Leadership. Experience with team collaboration preferred.",0.83,medium,medium,21,20
"ML Engineer with 5 years of experience in AWS, Communication, Pandas and Linux. Worked on enterprise applications and delivered scalable solutions.","Looking for a ML Engineer at a growing company. Required skills: AWS, Communication, Pandas, FastAPI. Experience with team collaboration preferred.",0.51,low,low,21,20
"Cybersecurity Analyst with 7 years of experience in FastAPI, C++, AWS and SQL. Worked on enterprise applications and delivered scalable solutions.","Looking for a Cybersecurity Analyst at a growing company. Required skills: FastAPI, C++, AWS, Machine Learning. Experience with team collaboration preferred.",0.81,medium,medium,21,21
"Product Manager with 8 years of experience in Python, AWS, Docker and React. Worked on enterprise applications and delivered scalable solutions.","Looking for a Product Manager at a growing company. Required skills: Python, AWS, Docker, Python. Experience with team collaboration preferred.",0.53,low,low,21,20
"Cloud Engineer with 2 years of experience in TensorFlow, Kubernetes, SQL and Pandas. Worked on enterprise applications and delivered scalable solutions.","Looking for a Cloud Engineer at a growing company. Required skills: TensorFlow, Kubernetes, SQL, Git. Experience with team collaboration preferred.",0.93,high,high,21,20
"ML ENGINEER WITH 6 YEARS OF EXPERIENCE IN SQL, PANDAS, DOCKER AND LINUX. WORKED ON ENTERPRISE APPLICATIONS AND DELIVERED SCALABLE SOLUTIONS.    ","Looking for a ML Engineer at a growing company. Required skills: SQL, Pandas, Docker, AWS. Experience with team collaboration preferred.",0.74,medium,medium,21,20
"Backend Developer with 5 years of experience in Kubernetes, Git, AWS and Java. Worked on enterprise applications and delivered scalable solutions.","Looking for a Backend Developer at a growing company. Required skills: Kubernetes, Git, AWS, TensorFlow. Experience with team collaboration preferred.",0.56,low,low,21,20
"Business Analyst with 1 years of experience in Cybersecurity, SQL, Leadership and Python. Worked on enterprise applications and delivered scalable solutions.","Looking for a Business Analyst at a growing company. Required skills: Cybersecurity, SQL, Leadership, React. Experience with team collaboration preferred.",0.81,medium,medium,21,20
"DevOps Engineer with 5 years of experience in C++, Power BI, Leadership and Java. Worked on enterprise applications and delivered scalable solutions.","Looking for a DevOps Engineer at a growing company. Required skills: C++, Power BI, Leadership, SQL. Experience with team collaboration preferred.",0.73,medium,medium,22,21
"DevOps Engineer with 2 years of experience in Git, Python, Node.js and Cybersecurity. Worked on enterprise applications and delivered scalable solutions.","Looking for a DevOps Engineer at a growing company. Required skills: Git, Python, Node.js, Leadership. Experience with team collaboration preferred.",0.85,high,high,21,20
